Plot,Treatment,N,mean_SWP,sd_SWP,se_SWP,mean_VWC,sd_VWC,se_VWC,SampleDate,Site
3,Addition,24,-0.2701188027737792,0.06569197165105227,0.013409317561871322,0.24604166666666666,0.008902755639183557,0.0018172673850571017,2018-07-19,Ponderosa Pine Meadow
4,Exclusion,24,-94.10509953012046,37.560034089080446,7.666909853315756,0.114,0.006691980924633017,0.0013659948861491054,2018-07-19,Ponderosa Pine Meadow
5,Ambient,24,-0.03664428393659985,0.005792986684078329,0.0011824884552274501,0.3199166666666667,0.007643790697807218,0.001560282242521688,2018-07-19,Ponderosa Pine Meadow
6,Ambient,24,-0.03058095396321834,0.004730721853313052,9.656545546375458e-4,0.327625,0.007276002844371651,0.0014852078613124657,2018-07-19,Ponderosa Pine Meadow
7,Exclusion,23,-3.3816031459244487,0.4358187735630803,0.09087449620457864,0.17521739130434782,0.0029688767655481835,6.190535991759429e-4,2018-07-19,Ponderosa Pine Meadow
9,Addition,24,-4.014742261940064,0.34816259197112476,0.07106839148783958,0.17116666666666666,0.002098999071331199,4.284563912780991e-4,2018-07-19,Ponderosa Pine Meadow
11,Ambient,23,-0.16713051842850343,0.04762798077707698,0.009931120504453828,0.2629565217391304,0.012484456739444106,0.002603189181846086,2018-07-19,Ponderosa Pine Meadow
12,Addition,23,-0.1534170207573535,0.04813221648694087,0.01003626091804275,0.2661304347826087,0.012563671828027489,0.0026197066696265294,2018-07-19,Ponderosa Pine Meadow
1,Exclusion,24,-1.3401669417719504,0.17676079186836074,0.03608114555064849,0.19816666666666669,0.0035833754631834102,7.314534534673903e-4,2018-07-20,Ponderosa Pine Meadow
3,Addition,24,-0.22282963041618756,0.04888673365193909,0.009978962719883168,0.25216666666666665,0.008148975217869385,0.0016634026008637813,2018-07-20,Ponderosa Pine Meadow
4,Exclusion,24,-33.01119295616336,6.48233313841088,1.323200710986745,0.12966666666666668,0.0033965028903355865,6.933082492675364e-4,2018-07-20,Ponderosa Pine Meadow
5,Ambient,24,-0.03544860299095757,0.0052546526545273866,0.0010726014815961027,0.32116666666666666,0.006417819395799598,0.0013100318984205041,2018-07-20,Ponderosa Pine Meadow
6,Ambient,24,-0.026627300694997757,0.009031332740228775,0.0018435130759043568,0.33675,0.01909757553472031,0.0038982762820270306,2018-07-20,Ponderosa Pine Meadow
7,Exclusion,24,-1.626462870803822,0.23804311725500615,0.04859034783802258,0.19316666666666668,0.0036195924184032574,7.388462084945448e-4,2018-07-20,Ponderosa Pine Meadow
9,Addition,24,-3.1726591098281265,0.2577949745078865,0.052622178816509914,0.17658333333333331,0.0018862584696941085,3.850308978128011e-4,2018-07-20,Ponderosa Pine Meadow
11,Ambient,24,-0.1489287335120276,0.03349937970861466,0.00683803224882088,0.266125,0.00910953871785909,0.0018594768042401722,2018-07-20,Ponderosa Pine Meadow
12,Addition,24,-0.12717364559271566,0.03233469229654309,0.0066002914263693785,0.27195833333333336,0.009719899653564444,0.0019840662085239898,2018-07-20,Ponderosa Pine Meadow
1,Exclusion,24,-2.1118036936272038,0.3355581299904359,0.06849551645992309,0.18666666666666668,0.004124862755731785,8.419840842127802e-4,2018-07-21,Ponderosa Pine Meadow
3,Addition,24,-0.30077096656411834,0.01701028808918022,0.0034722105163528185,0.24141666666666667,0.0017916877315917073,3.657267267336956e-4,2018-07-21,Ponderosa Pine Meadow
4,Exclusion,24,-32.27522898918408,3.2114049414128654,0.6555252886595023,0.12979166666666667,0.0018172881532338408,3.7095239091897316e-4,2018-07-21,Ponderosa Pine Meadow
5,Ambient,24,-0.044696351290993856,0.001714722495263997,3.5001626365572814e-4,0.31095833333333334,0.0015457984194658734,3.1553478107434216e-4,2018-07-21,Ponderosa Pine Meadow
6,Ambient,24,-0.03854797082928956,0.0021329105225519275,4.353785372721046e-4,0.31716666666666665,0.0022586388102931215,4.610427165387502e-4,2018-07-21,Ponderosa Pine Meadow
7,Exclusion,24,-1.4312302288264187,0.09591273588239232,0.01957810522884934,0.19625,0.001725763851042553,3.5227007096622754e-4,2018-07-21,Ponderosa Pine Meadow
9,Addition,24,-3.737999183750382,0.11166399718849995,0.02279331797928336,0.17270833333333332,6.902530516863506e-4,1.4089731416920857e-4,2018-07-21,Ponderosa Pine Meadow
11,Ambient,24,-0.20275335484467527,0.012746059128791508,0.0026017784247402242,0.2544166666666667,0.0021450988964060204,4.3786647866683856e-4,2018-07-21,Ponderosa Pine Meadow
12,Addition,24,-0.18491279435537195,0.016694848130008363,0.003407821604314868,0.257625,0.0030760293434457264,6.278918604391984e-4,2018-07-21,Ponderosa Pine Meadow
1,Exclusion,24,-3.4255377158581624,0.6337044401076649,0.12935437716665685,0.17516666666666666,0.004488310098047131,9.161724622997174e-4,2018-07-22,Ponderosa Pine Meadow
3,Addition,24,-0.34432114361427324,0.020829417022499505,0.004251786945397156,0.237125,0.001848912723973077,3.7740772938944653e-4,2018-07-22,Ponderosa Pine Meadow
4,Exclusion,24,-31.745494659508335,6.163637916837597,1.2581473212935976,0.13033333333333333,0.0033708038864015406,6.880624620561873e-4,2018-07-22,Ponderosa Pine Meadow
5,Ambient,24,-0.050931417450910295,0.004017390117810943,8.200463238613675e-4,0.3057083333333333,0.003057125200699775,6.240330684598387e-4,2018-07-22,Ponderosa Pine Meadow
6,Ambient,24,-0.05036406916901053,0.011002951743186568,0.0022459681196061493,0.30704166666666666,0.008569303998254053,0.0017492018538761817,2018-07-22,Ponderosa Pine Meadow
7,Exclusion,24,-1.632215907799496,0.12692478539867474,0.025908413328250824,0.19287500000000002,0.001962972457668529,4.0069007503541233e-4,2018-07-22,Ponderosa Pine Meadow
9,Addition,24,-3.677942160692484,0.12437493960890499,0.025387928235940833,0.1730833333333333,7.755316082290392e-4,1.5830472663009781e-4,2018-07-22,Ponderosa Pine Meadow
11,Ambient,24,-0.24688146792442622,0.030200389233128146,0.006164628637883911,0.24804166666666666,0.004005204946899309,8.175590362645252e-4,2018-07-22,Ponderosa Pine Meadow
12,Addition,24,-0.24337268202956808,0.0423956816299063,0.008653982274229725,0.24879166666666666,0.0057481881203268505,0.0011733439866940616,2018-07-22,Ponderosa Pine Meadow
1,Exclusion,24,-5.679715311397518,0.9876464521104797,0.20160248782840148,0.16375,0.004045931934349777,8.258723977657235e-4,2018-07-23,Ponderosa Pine Meadow
3,Addition,24,-0.4588708203687722,0.027452561546044314,0.005603730660013288,0.22825,0.0018237562766229881,3.722726910770375e-4,2018-07-23,Ponderosa Pine Meadow
4,Exclusion,24,-29.56034104116878,3.865468500228554,0.78903545353011,0.13137500000000002,0.00226144432493542,0.00046161538981704504,2018-07-23,Ponderosa Pine Meadow
5,Ambient,24,-0.06784161050604731,0.0032653094183755977,6.665284939436943e-4,0.2942083333333333,0.0018645238736370005,3.805943419706826e-4,2018-07-23,Ponderosa Pine Meadow
6,Ambient,24,-0.08004121888570478,0.012903794651056651,0.002633976053395309,0.28829166666666667,0.006017938161043594,0.0012284064831816455,2018-07-23,Ponderosa Pine Meadow
7,Exclusion,24,-2.037261354462349,0.35730002192200494,0.07293356156617965,0.187625,0.004460576098491631,9.105112833465881e-4,2018-07-23,Ponderosa Pine Meadow
9,Addition,24,-4.177581308922841,0.2446670626724288,0.04994245503441695,0.17020833333333335,0.0013506573815438227,2.757017835088316e-4,2018-07-23,Ponderosa Pine Meadow
11,Ambient,24,-0.33177766952179644,0.044012514471457716,0.008984016895994323,0.23854166666666665,0.0042321663346397325,8.638873355376921e-4,2018-07-23,Ponderosa Pine Meadow
12,Addition,24,-0.35730504490475984,0.05341274802437831,0.010902831534964762,0.23629166666666668,0.004777475835869687,9.751981713631073e-4,2018-07-23,Ponderosa Pine Meadow
1,Exclusion,24,-9.205048002258213,1.3614147077405583,0.27789761352372133,0.15345833333333334,0.003064227921291627,6.254829052294717e-4,2018-07-24,Ponderosa Pine Meadow
3,Addition,24,-0.5120546939275538,0.07208031224206211,0.014713332124461659,0.22520833333333334,0.004170071072970246,8.512121933264551e-4,2018-07-24,Ponderosa Pine Meadow
4,Exclusion,24,-29.869371569059368,3.5681231675276877,0.7283400916538413,0.13116666666666668,0.002057154359296118,4.1991487520146183e-4,2018-07-24,Ponderosa Pine Meadow
5,Ambient,24,-0.08789874633825014,0.008861836587142733,0.0018089148185355677,0.28441666666666665,0.00377539709016226,7.706497039404928e-4,2018-07-24,Ponderosa Pine Meadow
6,Ambient,24,-0.12119595251961564,0.019733648033398186,0.004028114037125191,0.27287500000000003,0.006038373665295913,0.0012325778630195335,2018-07-24,Ponderosa Pine Meadow
7,Exclusion,24,-2.9016088824541004,0.5997421268006721,0.12242184899276788,0.17916666666666667,0.004975301316343146,0.0010155791284698484,2018-07-24,Ponderosa Pine Meadow
9,Addition,24,-4.153493629124682,0.627617710209172,0.12811192862886933,0.17058333333333334,0.0034880749227427154,7.120003121097924e-4,2018-07-24,Ponderosa Pine Meadow
11,Ambient,24,-0.48124418316357775,0.08954235673933054,0.01827775703146853,0.22733333333333333,0.00572307812181573,0.0011682184297112039,2018-07-24,Ponderosa Pine Meadow
12,Addition,24,-0.27936059180730993,0.17905618778363872,0.03654969127982347,0.2535,0.026236383632028185,0.005355479382864793,2018-07-24,Ponderosa Pine Meadow
1,Exclusion,24,-14.897000515202162,2.0692297158210833,0.4223797470304912,0.14391666666666666,0.0026196028020636464,5.347241828184145e-4,2018-07-25,Ponderosa Pine Meadow
3,Addition,24,-0.5427701503167265,0.07049543969544897,0.014389821370582697,0.22341666666666668,0.0037173701160511537,7.588049974496679e-4,2018-07-25,Ponderosa Pine Meadow
4,Exclusion,24,-31.473140324487208,2.068626630520293,0.4222566427589654,0.13016666666666668,0.0011293194051465608,2.305213582693751e-4,2018-07-25,Ponderosa Pine Meadow
5,Ambient,24,-0.11813318036716722,0.01030875931497071,0.002104266683570108,0.2734166666666667,0.0031885210782848345,6.508541396588885e-4,2018-07-25,Ponderosa Pine Meadow
6,Ambient,24,-0.17246196610533931,0.02746904667014666,0.005607095671879722,0.26033333333333336,0.00539457591246637,0.001101163197020965,2018-07-25,Ponderosa Pine Meadow
7,Exclusion,24,-4.387614513335776,1.0657671655199594,0.2175488116780202,0.16983333333333334,0.005776012364995388,0.0011790235868537509,2018-07-25,Ponderosa Pine Meadow
9,Addition,24,-3.3986235043044837,0.14188505828983167,0.02896216624459467,0.17491666666666666,9.743076322798885e-4,1.988797126320793e-4,2018-07-25,Ponderosa Pine Meadow
11,Ambient,24,-0.6435133695082493,0.10313139307245416,0.02105160745749305,0.21858333333333332,0.004763234803901807,9.722912328854434e-4,2018-07-25,Ponderosa Pine Meadow
12,Addition,24,-0.13865184269663672,0.01664742386733233,0.0033981411672328677,0.2677916666666667,0.004273061896464235,8.722351071388983e-4,2018-07-25,Ponderosa Pine Meadow
1,Exclusion,24,-22.91997308974461,2.4891900290689324,0.5081037870035426,0.13583333333333333,0.0018572224859501477,3.7910395245009687e-4,2018-07-26,Ponderosa Pine Meadow
3,Addition,24,-0.6884624418895603,0.031100292339514807,0.006348320590266648,0.21625,0.0012937979144666543,2.6409539339336145e-4,2018-07-26,Ponderosa Pine Meadow
4,Exclusion,24,-35.283005526124036,2.4194847761650173,0.49387526183635533,0.12820833333333334,0.001141287094417553,2.329642526122177e-4,2018-07-26,Ponderosa Pine Meadow
5,Ambient,24,-0.16484762325560273,0.019667692914593367,0.004014651004875487,0.2617083333333333,0.004227026569964806,8.628381854667295e-4,2018-07-26,Ponderosa Pine Meadow
6,Ambient,24,-0.24209700382408003,0.0477367171732287,0.009744216589163775,0.24916666666666668,0.006869381762364174,0.0014022066805144064,2018-07-26,Ponderosa Pine Meadow
7,Exclusion,24,-6.85640406943412,1.402614889461649,0.2863075654009392,0.15983333333333333,0.004517277620586243,9.220854330775004e-4,2018-07-26,Ponderosa Pine Meadow
9,Addition,24,-4.035010263956379,0.34223131057616224,0.06985767374296281,0.17104166666666668,0.0019444271910897641,3.969045383469237e-4,2018-07-26,Ponderosa Pine Meadow
11,Ambient,24,-0.8331104346605571,0.1608458753380204,0.03283252681745523,0.21141666666666667,0.005709767882791942,0.0011655014885476405,2018-07-26,Ponderosa Pine Meadow
12,Addition,24,-0.1910597589825868,0.02749789501664707,0.005612984315950473,0.25675000000000003,0.004989118594283577,0.001018399568518871,2018-07-26,Ponderosa Pine Meadow
1,Exclusion,24,-32.33367189698655,2.2822507575445274,0.46586248508870487,0.12970833333333334,0.0012328534123049206,2.5165514898301195e-4,2018-07-27,Ponderosa Pine Meadow
3,Addition,24,-1.048673591866417,0.31078430835271675,0.06343858129399535,0.20566666666666666,0.00758526412750788,0.0015483355563859788,2018-07-27,Ponderosa Pine Meadow
4,Exclusion,24,-41.57596652189126,4.398503709720023,0.8978408100460795,0.1255,0.0017194539072421919,3.509820590815173e-4,2018-07-27,Ponderosa Pine Meadow
5,Ambient,24,-0.22464485305380616,0.027655163487890648,0.005645086608215001,0.25116666666666665,0.003985480895828572,8.135328811992e-4,2018-07-27,Ponderosa Pine Meadow
6,Ambient,24,-0.29459522054093173,0.10462594210440374,0.021356681001146967,0.244125,0.011062323444918793,0.002258087317473205,2018-07-27,Ponderosa Pine Meadow
7,Exclusion,24,-11.00066893215911,2.4918846404717616,0.5086538222528774,0.15016666666666667,0.00441998098231859,9.022248399571752e-4,2018-07-27,Ponderosa Pine Meadow
9,Addition,24,-4.68540586764754,0.24588040164524932,0.05019012681512053,0.16762500000000002,0.0011726039399558585,2.3935677693908477e-4,2018-07-27,Ponderosa Pine Meadow
11,Ambient,24,-1.0060869911300294,0.13103702374128517,0.026747820464926155,0.20583333333333334,0.0034473262060638293,7.036825151484166e-4,2018-07-27,Ponderosa Pine Meadow
12,Addition,24,-0.24358765509359123,0.026503766042182283,0.005410058588787551,0.24841666666666667,0.0033997016066844416,6.939611845080859e-4,2018-07-27,Ponderosa Pine Meadow
1,Exclusion,24,-38.74629925008648,4.446443296634884,0.9076264372478475,0.12670833333333334,0.0020103896803024715,4.1036907507483806e-4,2018-07-28,Ponderosa Pine Meadow
3,Addition,24,-1.1956100667355924,0.4523036215998097,0.09232609014436816,0.20345833333333332,0.0117768349134948,0.0024039363602546943,2018-07-28,Ponderosa Pine Meadow
4,Exclusion,24,-56.531375394100195,8.439244710669046,1.7226536129684182,0.12058333333333333,0.0024301845817651935,4.960593505086391e-4,2018-07-28,Ponderosa Pine Meadow
5,Ambient,24,-0.1950743391423182,0.0857772440835307,0.017509206628901458,0.25995833333333335,0.01734177957536596,0.0035398759326221454,2018-07-28,Ponderosa Pine Meadow
6,Ambient,24,-0.17584997830304533,0.12194948063745169,0.02489283349659781,0.27025,0.028623872675732076,0.005842823543161451,2018-07-28,Ponderosa Pine Meadow
7,Exclusion,24,-16.324237685598348,2.875626814588338,0.5869848655338665,0.14229166666666665,0.003236734353536332,6.606956332584322e-4,2018-07-28,Ponderosa Pine Meadow
9,Addition,24,-5.261683608136687,0.36095858055494245,0.07368036171990892,0.16508333333333333,0.0014719601443879758,3.0046260628866607e-4,2018-07-28,Ponderosa Pine Meadow
11,Ambient,24,-0.7279316085290337,0.4107661043750209,0.08384727994580152,0.221375,0.020673050089428022,0.0042198686788414005,2018-07-28,Ponderosa Pine Meadow
12,Addition,24,-0.20955213500627068,0.05867164855249032,0.011976300110125378,0.25475000000000003,0.009896200412718804,0.0020200534502901137,2018-07-28,Ponderosa Pine Meadow
1,Exclusion,24,-33.71583651869596,6.124504197095631,1.2501591842015227,0.12925,0.0031242390377846266,6.377326230880191e-4,2018-07-29,Ponderosa Pine Meadow
3,Addition,24,-0.5328859681565741,0.1055425093362576,0.021543774503896735,0.224375,0.006184219046685795,0.0012623484268317684,2018-07-29,Ponderosa Pine Meadow
4,Exclusion,24,-63.441206416359265,9.057849307717637,1.8489257475775054,0.11875,0.002453923212008633,5.009049781160581e-4,2018-07-29,Ponderosa Pine Meadow
5,Ambient,24,-0.08873724183289056,0.019694517764472393,0.004020126604428019,0.28500000000000003,0.009268928928320711,0.0018920121947089883,2018-07-29,Ponderosa Pine Meadow
6,Ambient,24,-0.051437312097259914,0.01651170918503492,0.003370438523713486,0.30774999999999997,0.014416928455359584,0.002942843197820186,2018-07-29,Ponderosa Pine Meadow
7,Exclusion,24,-19.391951257827373,1.4510749310397357,0.29619942996597004,0.13883333333333334,0.0014645571126562017,2.989514687642928e-4,2018-07-29,Ponderosa Pine Meadow
9,Addition,24,-2.8882341519964396,1.5875485869809074,0.3240569983316384,0.18508333333333332,0.019300634516865582,0.0039397255231891,2018-07-29,Ponderosa Pine Meadow
11,Ambient,24,-0.28456668659314327,0.09039410035666764,0.01845161846931422,0.24525,0.011840424492977994,0.002416916528812359,2018-07-29,Ponderosa Pine Meadow
12,Addition,24,-0.12979469928976545,0.021382836186407794,0.004364753159184906,0.2704166666666667,0.006085740044075005,0.0012422464846005476,2018-07-29,Ponderosa Pine Meadow
1,Exclusion,24,-25.628120602391476,2.063955875144405,0.4213032288102748,0.13379166666666667,0.0014738050920238288,3.008392046478322e-4,2018-07-30,Ponderosa Pine Meadow
3,Addition,24,-0.3958604292388498,0.03344320835468104,0.006826566319212658,0.23283333333333334,0.0026320213205603053,5.37259102291592e-4,2018-07-30,Ponderosa Pine Meadow
4,Exclusion,24,-56.274721593523346,13.26216894910432,2.707128900657383,0.12095833333333333,0.00387274946333959,7.905216739016154e-4,2018-07-30,Ponderosa Pine Meadow
5,Ambient,24,-0.06673774468222607,0.007821807785965806,0.001596619828478737,0.2950833333333333,0.004461591319411641,9.107185144491068e-4,2018-07-30,Ponderosa Pine Meadow
6,Ambient,24,-0.045740098485942696,0.00908394532010776,0.001854252573800601,0.31083333333333335,0.008009052848884942,0.001634841066896005,2018-07-30,Ponderosa Pine Meadow
7,Exclusion,24,-17.67349865575549,2.2929372767954077,0.46804386169629536,0.14066666666666666,0.0024435659378771774,4.987908083870419e-4,2018-07-30,Ponderosa Pine Meadow
9,Addition,24,-1.460605424447869,0.14234387255607442,0.029055821314511687,0.19579166666666667,0.002519129709394424,5.142151986585008e-4,2018-07-30,Ponderosa Pine Meadow
11,Ambient,24,-0.26790107444193506,0.037760173723523,0.0077077631851233735,0.24545833333333333,0.004652994983754079,9.497886238272664e-4,2018-07-30,Ponderosa Pine Meadow
12,Addition,24,-0.12672216035403322,0.01709670588867479,0.0034898504758074716,0.27108333333333334,0.004835706563783056,9.870844689246572e-4,2018-07-30,Ponderosa Pine Meadow
1,Exclusion,24,-30.3151821502804,2.307605805180124,0.4710380625146359,0.13083333333333333,0.001372609912179894,2.8018282506059745e-4,2018-07-31,Ponderosa Pine Meadow
3,Addition,24,-0.4667858443880261,0.021872201528424746,0.004464644441330248,0.22770833333333335,0.0013981094896064255,2.853879045065637e-4,2018-07-31,Ponderosa Pine Meadow
4,Exclusion,24,-48.10348828481443,7.489429496447335,1.5287733942371275,0.12320833333333334,0.002519129709394424,5.142151986585008e-4,2018-07-31,Ponderosa Pine Meadow
5,Ambient,24,-0.09059644973459507,0.008578142312141511,0.0017510059671437506,0.28325,0.0034922273943592094,7.128479318291091e-4,2018-07-31,Ponderosa Pine Meadow
6,Ambient,24,-0.07213684824494637,0.012314375657133215,0.0025136614050772226,0.292375,0.006539595121093213,0.0013348892642560618,2018-07-31,Ponderosa Pine Meadow
7,Exclusion,24,-17.402666606395112,1.1983968820673039,0.24462173920060026,0.14083333333333334,0.0013405601251996612,2.7364068968839197e-4,2018-07-31,Ponderosa Pine Meadow
9,Addition,24,-1.9837371708016596,0.1991080008833793,0.04064275048915847,0.188,0.0025366873297069277,5.177991328970975e-4,2018-07-31,Ponderosa Pine Meadow
11,Ambient,24,-0.3726588817132462,0.05152893669167548,0.01051830015689857,0.23491666666666666,0.004373006792333739,8.926362735785551e-4,2018-07-31,Ponderosa Pine Meadow
12,Addition,24,-0.17033199006235558,0.01923617030405641,0.0039265668208513784,0.26054166666666667,0.003945048262962251,8.052796045758858e-4,2018-07-31,Ponderosa Pine Meadow
1,Exclusion,24,-32.440161951965656,3.986026486128684,0.8136442493528572,0.12975,0.0021719556405110658,4.4334858860099367e-4,2018-08-01,Ponderosa Pine Meadow
3,Addition,24,-0.5786480153491822,0.08760754972725956,0.017882816203940794,0.22158333333333333,0.003966343915745462,8.096265614974147e-4,2018-08-01,Ponderosa Pine Meadow
4,Exclusion,24,-53.514921264823435,8.856058140740325,1.8077352981029076,0.1215,0.002620985543148092,5.350064336603541e-4,2018-08-01,Ponderosa Pine Meadow
5,Ambient,24,-0.10835959823180265,0.015285209194769361,0.003120080261573556,0.27687500000000004,0.005795894348963551,0.0011830819798367672,2018-08-01,Ponderosa Pine Meadow
6,Ambient,24,-0.08660495600366078,0.027745382893255732,0.005663502567218481,0.28741666666666665,0.014670042431006673,0.002994509871745404,2018-08-01,Ponderosa Pine Meadow
7,Exclusion,24,-23.27161214615458,5.12263715821987,1.0456539312549618,0.13587500000000002,0.0036273418222787053,7.404280489366776e-4,2018-08-01,Ponderosa Pine Meadow
9,Addition,24,-2.537299292472985,0.2207420357305227,0.045058779360249435,0.18191666666666667,0.0020834057958412553,4.252734272473483e-4,2018-08-01,Ponderosa Pine Meadow
11,Ambient,24,-0.45705025008020883,0.11423712742611972,0.023318555989607928,0.229375,0.007817552713911342,0.0015957512655327191,2018-08-01,Ponderosa Pine Meadow
12,Addition,24,-0.1957553700160068,0.03884131322983963,0.007928449862726727,0.2562916666666667,0.00701228218551389,0.0014313761072431235,2018-08-01,Ponderosa Pine Meadow
1,Exclusion,24,-34.74407547146417,1.9462867788567266,0.39728412511033867,0.12845833333333334,9.770927002733865e-4,1.9944821225566489e-4,2018-08-02,Ponderosa Pine Meadow
3,Addition,24,-0.524907859341508,0.016450245368571044,0.0033578922747151047,0.22416666666666668,9.168313422570855e-4,1.8714741406007204e-4,2018-08-02,Ponderosa Pine Meadow
4,Exclusion,24,-62.83673608714633,10.60504954104106,2.164746672707294,0.11895833333333333,0.0027263475593718293,5.565133651619374e-4,2018-08-02,Ponderosa Pine Meadow
5,Ambient,24,-0.0864848539166917,0.005880396899086713,0.001200330990650576,0.28491666666666665,0.0025352586124267524,5.175074972035036e-4,2018-08-02,Ponderosa Pine Meadow
6,Ambient,24,-0.05125585206881505,0.005661720343116215,0.0011556938255808356,0.3055833333333333,0.0043928466225530115,8.966860619636108e-4,2018-08-02,Ponderosa Pine Meadow
7,Exclusion,24,-30.69428146230294,6.81657175103467,1.3914268820920828,0.131,0.003683098884269111,7.51809411556113e-4,2018-08-02,Ponderosa Pine Meadow
9,Addition,24,-2.344637467791623,0.0763781003607722,0.015590614450581306,0.18375,7.939992333804213e-4,1.6207441482858742e-4,2018-08-02,Ponderosa Pine Meadow
11,Ambient,24,-0.37156261604087065,0.03557427672578167,0.00726156882889438,0.23483333333333334,0.002973311236676185,6.069246146950235e-4,2018-08-02,Ponderosa Pine Meadow
12,Addition,24,-0.14673452773104956,0.009265510563097096,0.0018913144238296273,0.26558333333333334,0.0022246966899599706,4.541143102383864e-4,2018-08-02,Ponderosa Pine Meadow
1,Exclusion,24,-38.2925953133098,4.590062299417316,0.9369425434298738,0.12691666666666668,0.0020834057958412553,4.252734272473483e-4,2018-08-03,Ponderosa Pine Meadow
3,Addition,24,-0.5591307075475503,0.015977798666561665,0.0032614544954997953,0.22229166666666667,8.586727202955218e-4,1.752758350643008e-4,2018-08-03,Ponderosa Pine Meadow
4,Exclusion,24,-56.55438047033423,12.435147189559668,2.538313790902123,0.12079166666666667,0.00346384012416813,7.070534045658871e-4,2018-08-03,Ponderosa Pine Meadow
5,Ambient,24,-0.10276330654705858,0.006931375892294389,0.0014148611792958088,0.27845833333333336,0.0023770490779200563,4.852131112047825e-4,2018-08-03,Ponderosa Pine Meadow
6,Ambient,24,-0.07587708835930844,0.015788491542297,0.0032228123405729555,0.29070833333333335,0.007909703268587344,0.0016145614187386065,2018-08-03,Ponderosa Pine Meadow
7,Exclusion,24,-26.819140443895627,1.6496676113367477,0.33673699108091587,0.13295833333333335,0.0010826363421183331,2.2099221793192973e-4,2018-08-03,Ponderosa Pine Meadow
9,Addition,24,-1.4328444562685645,0.9388775407624351,0.19164757548559003,0.20470833333333333,0.023687235907288474,0.004835136782482376,2018-08-03,Ponderosa Pine Meadow
11,Ambient,24,-0.5156067968354798,0.09900059237231947,0.02020841129545459,0.22529166666666667,0.005804639573626445,0.0011848670913459417,2018-08-03,Ponderosa Pine Meadow
12,Addition,24,-0.11924376729764904,0.03616374508752432,0.007381893554376364,0.2748333333333333,0.011499212323371146,0.0023472668863486284,2018-08-03,Ponderosa Pine Meadow
1,Exclusion,24,-43.15146490015977,5.223387394849845,1.0662194871889703,0.12491666666666666,0.0020198292365760885,4.1229591643055885e-4,2018-08-04,Ponderosa Pine Meadow
3,Addition,24,-0.6681925032424392,0.049668265616417205,0.010138492264103696,0.21716666666666667,0.0021802805297497395,4.450478995009884e-4,2018-08-04,Ponderosa Pine Meadow
4,Exclusion,24,-54.609889300103625,7.089615806762247,1.4471617665781342,0.12108333333333333,0.0020412414523193144,4.166666666666666e-4,2018-08-04,Ponderosa Pine Meadow
5,Ambient,24,-0.13847948007492997,0.01062819110327085,0.0021694704243167815,0.26766666666666666,0.0026484887678869247,5.4062050590129e-4,2018-08-04,Ponderosa Pine Meadow
6,Ambient,24,-0.13041471944756347,0.023090788800959584,0.004713387526726932,0.27033333333333337,0.0065519108840004945,0.0013374032088323898,2018-08-04,Ponderosa Pine Meadow
7,Exclusion,24,-28.771527512811705,1.4139589645981716,0.2886231650416287,0.13170833333333334,8.064504441319261e-4,1.6461600758034097e-4,2018-08-04,Ponderosa Pine Meadow
9,Addition,24,-1.1803108364206643,0.19345407820487964,0.03948864835520229,0.20166666666666666,0.004390371546787413,8.961808392385737e-4,2018-08-04,Ponderosa Pine Meadow
11,Ambient,24,-0.776024357820782,0.14804685601636067,0.03021993793861446,0.21337499999999998,0.005467791064994605,0.0011161081774488163,2018-08-04,Ponderosa Pine Meadow
12,Addition,24,-0.12712830833751426,0.018795972850106785,0.0038367118918306393,0.2710416666666667,0.005320012803733099,0.0010859430661849503,2018-08-04,Ponderosa Pine Meadow
1,Exclusion,24,-52.71178857196587,5.835908648096601,1.1912498644443559,0.121625,0.0018838558977475606,3.845404748678538e-4,2018-08-05,Ponderosa Pine Meadow
3,Addition,24,-0.9888542479115215,0.13129694319363172,0.026800876300965545,0.20633333333333334,0.003714444971900286,7.582079049001918e-4,2018-08-05,Ponderosa Pine Meadow
4,Exclusion,24,-62.01033507352013,6.160672150193035,1.2575419367123188,0.119,0.001560378995210984,3.185110286353023e-4,2018-08-05,Ponderosa Pine Meadow
5,Ambient,24,-0.20848022451302725,0.028304102453793546,0.005777550719937623,0.25375000000000003,0.004674165817229483,9.541101021142809e-4,2018-08-05,Ponderosa Pine Meadow
6,Ambient,24,-0.2314128671825938,0.056281125649314666,0.011488336665857293,0.2510833333333333,0.00867739024415034,0.00177126486643109,2018-08-05,Ponderosa Pine Meadow
7,Exclusion,24,-36.568496497287256,3.128592215768779,0.6386212118230767,0.127625,0.0014389760852470924,2.9372976341025375e-4,2018-08-05,Ponderosa Pine Meadow
9,Addition,24,-1.7613271005494302,0.22822443956842905,0.046586118647942196,0.19108333333333333,0.0032825847009392765,6.700547962306454e-4,2018-08-05,Ponderosa Pine Meadow
11,Ambient,24,-1.206507777725695,0.3276113417690485,0.06687338510689321,0.20179166666666667,0.007424865196648737,0.0015155942617282407,2018-08-05,Ponderosa Pine Meadow
12,Addition,24,-0.18591312742680235,0.028749125990391134,0.005868390768953697,0.25775000000000003,0.005439389351916186,0.0011103107020435613,2018-08-05,Ponderosa Pine Meadow
1,Exclusion,24,-71.64273832815283,12.291771574068699,2.509047365942927,0.11691666666666667,0.002764946208560279,5.643922814346368e-4,2018-08-06,Ponderosa Pine Meadow
